epoch,total_loss,accuracy,Legal_prob
0,6.210504055023193,0.0364726297557354,0.13650134205818176
1,4.942478656768799,0.10279681533575058,0.3612312376499176
2,3.754452705383301,0.18602363765239716,0.590347945690155
3,3.313328981399536,0.23236727714538574,0.6884003281593323
4,3.1022067070007324,0.25565242767333984,0.737394392490387
5,2.9429080486297607,0.2757698893547058,0.771055281162262
6,2.816441535949707,0.29410940408706665,0.7963144183158875
7,2.6949541568756104,0.31196466088294983,0.8186841011047363
8,2.6030185222625732,0.3260703980922699,0.8366851210594177
9,2.5390989780426025,0.3358829617500305,0.849396288394928
10,2.4756221771240234,0.34750378131866455,0.8622086644172668
11,2.427380323410034,0.35334381461143494,0.8710779547691345
12,2.3621129989624023,0.36398014426231384,0.8822053670883179
13,2.338120698928833,0.3686210811138153,0.8876288533210754
14,2.2985570430755615,0.37424206733703613,0.8942819833755493
15,2.25986647605896,0.38069120049476624,0.9000709652900696
16,2.218050241470337,0.3875707685947418,0.9054272174835205
17,2.196831226348877,0.39083176851272583,0.9099136590957642
18,2.168769121170044,0.39465224742889404,0.9142928123474121
19,2.137768030166626,0.4006754755973816,0.9178696274757385
20,2.124087333679199,0.40333235263824463,0.9214815497398376
21,2.1040220260620117,0.4055077135562897,0.9239843487739563
22,2.070003032684326,0.41148829460144043,0.9273161888122559
23,2.0545687675476074,0.41584742069244385,0.9302434921264648
24,2.035350799560547,0.4175589680671692,0.9324318170547485
25,2.0423905849456787,0.4159611165523529,0.9349372386932373
26,2.053828477859497,0.41412901878356934,0.9357898831367493
27,2.0073556900024414,0.4226914644241333,0.938231885433197
28,1.9949278831481934,0.4246408939361572,0.9396503567695618
29,1.968004584312439,0.42815694212913513,0.9423011541366577
30,1.9649834632873535,0.4303399622440338,0.9439293146133423
31,1.963845133781433,0.4281090497970581,0.945982038974762
32,1.9369621276855469,0.4352966547012329,0.947248637676239
33,1.9221770763397217,0.43666785955429077,0.9485630989074707
34,1.9189908504486084,0.4362497329711914,0.9494014978408813
35,1.9084500074386597,0.4404180645942688,0.9509979486465454
36,1.9052481651306152,0.44003888964653015,0.951961100101471
37,1.8816139698028564,0.4441170394420624,0.9540687203407288
38,1.8795135021209717,0.44462114572525024,0.954705536365509
39,1.8728792667388916,0.4450821280479431,0.955098032951355
40,1.8620648384094238,0.44823434948921204,0.9564570784568787
41,1.850508689880371,0.451015442609787,0.957263171672821
42,1.8581783771514893,0.4479925036430359,0.9577094316482544
43,1.8458729982376099,0.45003533363342285,0.9588927626609802
44,1.8402336835861206,0.45097655057907104,0.9592196941375732
45,1.8281091451644897,0.4538397789001465,0.9604188203811646
46,1.824428677558899,0.4553832411766052,0.9605433344841003
47,1.8174843788146973,0.4561559557914734,0.9615537524223328
48,1.809631586074829,0.45795661211013794,0.9629331231117249
49,1.8010571002960205,0.46113264560699463,0.9637004733085632
50,1.7914763689041138,0.4620339870452881,0.963916540145874
51,1.7966384887695312,0.4593905210494995,0.9645727872848511
52,1.7900645732879639,0.46192941069602966,0.9648187160491943
53,1.790725827217102,0.46124276518821716,0.9655778408050537
54,1.7908555269241333,0.46068379282951355,0.9662789106369019
55,1.7758451700210571,0.4635583758354187,0.9666262865066528
56,1.7723790407180786,0.46442970633506775,0.96633380651474
57,1.7762889862060547,0.46187523007392883,0.9673107862472534
58,1.7724584341049194,0.46492964029312134,0.9675012826919556
59,1.7828398942947388,0.4618162214756012,0.9679368734359741
60,1.7895506620407104,0.46273037791252136,0.9685994982719421
61,1.7721620798110962,0.46330490708351135,0.9688424468040466
62,1.7672383785247803,0.4657110571861267,0.9694949388504028
63,1.7562934160232544,0.46731656789779663,0.9699085354804993
64,1.7546019554138184,0.46848469972610474,0.9700868129730225
65,1.7797918319702148,0.4628477394580841,0.970301628112793
66,1.7417532205581665,0.47112128138542175,0.9717444181442261
67,1.7563515901565552,0.468667596578598,0.971153736114502
68,1.7323906421661377,0.47327762842178345,0.9719878435134888
69,1.745053768157959,0.469914048910141,0.9719539880752563
70,1.7493808269500732,0.46976929903030396,0.9721211791038513
71,1.7229640483856201,0.4758238196372986,0.9728999137878418
